StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,Proh_Cong_Time_First Click,Proh_Cong_Time_Last Click,Proh_Cong_Time_Page Submit,Proh_Cong_Time_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q110_First Click,Q110_Last Click,Q110_Page Submit,Q110_Click Count,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q122_First Click,Q122_Last Click,Q122_Page Submit,Q122_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTrTruck,NonexiTrTruckTime_First Click,NonexiTrTruckTime_Last Click,NonexiTrTruckTime_Page Submit,NonexiTrTruckTime_Click Count,NonexiTrBucket,NonexiTrBucketTime_First Click,NonexiTrBucketTime_Last Click,NonexiTrBucketTime_Page Submit,NonexiTrBucketTime_Click Count,DenialDaDaxy,DenialDaDaxyTime_First Click,DenialDaDaxyTime_Last Click,DenialDaDaxyTime_Page Submit,DenialDaDaxyTime_Click Count,DenialDaZupy,DenialDaZupyTime_First Click,DenialDaZupyTime_Last Click,DenialDaZupyTime_Page Submit,DenialDaZupyTime_Click Count,NonexiBuBucket,NonexiBuBucketTime_First Click,NonexiBuBucketTime_Last Click,NonexiBuBucketTime_Page Submit,NonexiBuBucketTime_Click Count,NonexiBuTruck,NonexiBuTruckTime_First Click,NonexiBuTruckTime_Last Click,NonexiBuTruckTime_Page Submit,NonexiBuTruckTime_Click Count,DenialZuZupy,DenialZuZupyTime_First Click,DenialZuZupyTime_Last Click,DenialZuZupyTime_Page Submit,DenialZuZupyTime_Click Count,DenialZuDaxy,DenialZuDaxyTime_First Click,DenialZuDaxyTime_Last Click,DenialZuDaxyTime_Page Submit,DenialZuDaxyTime_Click Count,Bei_meaning,Sha_meaning,catch,what about,improving,mTurkCode,Word,TrainingType,Emotions,Create New Field or Choose From Dropdown...,NEcounterbalance,DNcounterbalance
18/08/2019 13:28,18/08/2019 13:33,IP Address,73.139.49.55,100,343,TRUE,18/08/2019 13:33,R_1P7t2d6f6BIVYui,,,,,26.17829895,-80.27339935,anonymous,EN,A15X0MSBZ74TFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,91.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,14.406,18.517,19.675,3,Touch,2.545,7.162,8.528,2,Bucket,12.296,24.148,25.498,2,Truck,12.254,28.548,29.889,2,Zupy,36.94,37.535,39.673,2,Daxy,7.178,12.671,14.938,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,I have no idea,no,346193,cb,Proh,Cong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:33,IP Address,74.192.230.57,100,420,TRUE,18/08/2019 13:33,R_5sYz6tJUwQSQ1tn,,,,,35.07629395,-101.8348999,anonymous,EN,AF0LAXKYM0TLW,,,,,44.56,44.56,80.171,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,10.933,13.233,14.792,2,Stay away,9.779,9.779,11.332,1,,,,,,,,,,,,,,,,,,,,,Bucket,10.996,13.476,17.199,2,Truck,31.929,47.41,50.303,3,Zupy,10.903,12.777,14.622,2,Daxy,14.826,20.264,22.306,2,Yes,No,Three,"Seeing if people can interpret the meaning of unfamiliar words (in a different language, in this case) through observing the reactions of someone who does understand the word when it is said.",Nothing in particular. I found this very interesting. Thank you for letting me participate.,724272,original,Proh,Neutral,,bucket,zupy
18/08/2019 13:28,18/08/2019 13:34,IP Address,96.227.106.123,100,348,TRUE,18/08/2019 13:34,R_1IMD1YUdA17x0K5,,,,,39.91949463,-75.15650177,anonymous,EN,A2NEFRREWF33YP,,,,,8.865,93.123,117.305,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,4.735,6.685,14.255,3,Stay away,4.371,4.371,6.084,1,,,,,,,,,,,,,,,,,,,,,Bucket,41.512,46.48,49.26,3,Truck,9.217,9.745,10.978,2,Zupy,5.588,10.382,11.758,2,Daxy,9.418,18.71,19.349,2,yes,no,Three,language learning,,597668,original,Proh,Neutral,,bucket,zupy
18/08/2019 13:30,18/08/2019 13:34,IP Address,108.213.140.246,100,268,TRUE,18/08/2019 13:34,R_8ldB4vsb0DLREfT,,,,,29.87379456,-95.52330017,anonymous,EN,A3F51C49T9A34D,,,,,0,0,71.317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,5.608,5.608,6.718,1,Stay away,6.624,8.516,9.52,2,Truck,3.303,23.728,30.251,2,Bucket,11.465,11.465,12.968,1,Daxy,4.294,19.908,21.399,3,Zupy,9.296,11.832,12.94,2,,,,,,,,,,,,,,,,,,,,,yes,no,Three,language perception,no,9483,original,Proh,Neutral,,truck,daxy
18/08/2019 13:28,18/08/2019 13:34,IP Address,216.165.126.18,100,342,TRUE,18/08/2019 13:34,R_2D1eVHsdaXDzcPs,,,,,40.73590088,-73.99040222,anonymous,EN,AO040JC4936MF,4.782,60.053,67.386,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,5.201,9.298,11.271,2,Stay away,2.918,7.087,9.038,2,,,,,,,,,,,,,,,,,,,,,Bucket,8.921,13.606,15.425,3,Truck,18.648,47.369,55.57,14,Zupy,10.919,16.519,20.429,3,Daxy,11.019,13.859,15.329,2,yes,no,Three,perception,no,201043,original,Proh,Cong,,bucket,zupy
18/08/2019 13:31,18/08/2019 13:34,IP Address,74.196.29.237,100,186,TRUE,18/08/2019 13:34,R_VWsP4w9gGGNHfG1,,,,,33.17939758,-96.95379639,anonymous,EN,A1XORPAAGNMISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,63.438,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,5.03,5.03,5.911,1,Touch,1.314,4.57,5.498,3,,,,,,,,,,,,,,,,,,,,,Truck,5.267,5.267,7.236,1,Bucket,11.658,11.658,15.555,1,Zupy,16.198,16.198,17.316,1,Zupy,3.245,3.245,4.28,1,no,yes,Three,Unsure,,389144,cb,Proh,Cong,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:35,IP Address,23.111.165.2,100,450,TRUE,18/08/2019 13:35,R_2dpgajK3K5FtCDN,,,,,28.01089478,-82.49479675,anonymous,EN,A2Z7LH4986AIWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.973,183.973,184.6,1,,,,,,,,,,,,,,,,,,,,,,,,,Touch,1.926,4.858,6.637,4,Stay away,6.664,7.47,7.836,2,Bucket,1.27,4.918,5.75,2,Truck,9.86,13.551,14.877,4,Zupy,7.255,8.458,9.67,3,Daxy,9.696,26.211,28.394,3,,,,,,,,,,,,,,,,,,,,,touch,no touch,Three,I'm not sure,Nothing,171431,cb,Proh,Incong,,truck,daxy
18/08/2019 13:30,18/08/2019 13:35,IP Address,172.223.201.44,100,268,TRUE,18/08/2019 13:35,R_ONiw7jMMlGNQx5T,,,,,43.21510315,-124.1983948,anonymous,EN,A2SBN9B6Q3DN2X,0,0,83.335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,13.302,19.196,21.94,2,Stay away,5.539,5.539,6.541,1,Truck,11.07,12.836,16.454,2,Bucket,8.911,16.981,17.843,2,Daxy,8.663,10.389,11.289,2,Daxy,7.569,11.519,12.272,2,,,,,,,,,,,,,,,,,,,,,NO,YES,Three,i have no idea,no,255984,original,Proh,Cong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:35,IP Address,5.181.234.102,100,529,TRUE,18/08/2019 13:35,R_1CC1ND4ilzJTNjv,,,,,40.71569824,-74,anonymous,EN,A3208HNABZNMUH,,,,,,,,,8.59,98.592,99.959,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,7.914,23.301,24.876,4,Touch,7.803,11.759,13.258,3,Bucket,10.65,26.749,27.848,4,Truck,38.252,51.528,54.371,3,Zupy,31.218,45.323,49.805,5,Daxy,8.425,11.603,13.093,3,,,,,,,,,,,,,,,,,,,,,Negative,Positive,Three,Communication between mother and child where the mother doesn't speak the same language as her child.,None.,935247,original,Proh,Incong,,truck,daxy
18/08/2019 13:31,18/08/2019 13:35,IP Address,68.119.11.31,100,227,TRUE,18/08/2019 13:35,R_2v7XqxeHraSuo73,,,,,45.94859314,-118.3912048,anonymous,EN,A288TV72SGDQWE,,,,,0,0,62.785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,5.406,5.406,7.141,1,Stay away,6.344,6.344,7.724,1,Truck,13.439,13.439,15.458,1,Bucket,9.619,9.619,11.047,1,Daxy,11.58,11.58,13.201,1,Zupy,12.224,12.224,13.963,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,how new languages are learned,no,219776,original,Proh,Neutral,,truck,daxy
18/08/2019 13:32,18/08/2019 13:35,IP Address,71.84.201.36,100,199,TRUE,18/08/2019 13:35,R_3I3heXxbAOGaQZX,,,,,34.10699463,-117.594101,anonymous,EN,A20QXCW2IQ1JTI,,,,,32.482,41.085,107.892,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,1.499,1.499,2.218,1,Touch,1.936,1.936,2.895,1,,,,,,,,,,,,,,,,,,,,,Truck,8.187,8.187,9.534,1,Truck,1.677,1.677,2.608,1,Daxy,1.174,1.174,1.958,1,Daxy,1.969,1.969,3.024,1,touch,touch,Three,video,very good,804867,original,Proh,Neutral,,bucket,zupy
18/08/2019 13:30,18/08/2019 13:35,IP Address,76.8.186.240,100,300,TRUE,18/08/2019 13:35,R_3Lifj9LoaE755cJ,,,,,37.49650574,-83.65740204,anonymous,EN,A3I5RSUIYJLRIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,61.937,0,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,15.08,15.08,16.267,1,Touch,6.157,6.939,8.275,3,,,,,,,,,,,,,,,,,,,,,Bucket,12.925,12.925,17.254,1,Truck,6.161,9.265,11.579,3,Daxy,4.851,57.612,57.986,3,Daxy,10.028,10.467,17.393,3,YES,NO,Three,UNDERSTANDING YES OR NO IN A LANGUAGE BASED ON FACIAL EXPRESSION AND TONE OF VOICE.,,927091,cb,Proh,Incong,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:35,IP Address,73.119.181.106,100,527,TRUE,18/08/2019 13:35,R_efJW3buvG7qpwop,,,,,42.63510132,-71.30139923,anonymous,EN,A1MJWY7UO3CDSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.567,11.567,74.226,1,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,5.575,6.751,8.488,2,Stay away,6.288,8.912,10.439,3,,,,,,,,,,,,,,,,,,,,,Bucket,22.096,30.552,32.938,2,Truck,12.984,17.762,19.935,2,Zupy,4.447,13.323,14.716,3,Daxy,3.989,11.838,12.906,3,yes,no,Three,interpreting language,no,425914,cb,Proh,Incong,,bucket,zupy
18/08/2019 13:28,18/08/2019 13:36,IP Address,99.68.245.254,100,489,TRUE,18/08/2019 13:36,R_eD9FPQlTF1rUaaZ,,,,,41.7059021,-81.1996994,anonymous,EN,A1J2SF4IQEQ5OP,,,,,,,,,0,0,84.411,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,11.531,11.531,13.417,1,Touch,8.112,8.112,9.756,1,,,,,,,,,,,,,,,,,,,,,Truck,14.731,14.731,16.073,1,Bucket,44.857,48.755,50.467,3,Daxy,17.092,17.092,20.86,1,Zupy,9.749,9.749,11.025,1,no,yes,Three,hearing repeated sounds followed by actions or inactions can someone learn a foreign language,no,882439,original,Proh,Incong,,bucket,zupy
18/08/2019 13:31,18/08/2019 13:36,IP Address,108.116.237.231,100,292,TRUE,18/08/2019 13:36,R_Wr2qL4YE9vyUYzT,,,,,28.52740479,-81.60119629,anonymous,EN,A3X6N2OAY5XY8,,,,,,,,,0,0,78.325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,7.803,10.836,13.535,2,Touch,13.658,24.15,25.123,7,,,,,,,,,,,,,,,,,,,,,Bucket,20.701,20.701,23.592,1,Bucket,7.119,8.584,9.469,2,Zupy,2.854,5.198,12.742,4,Daxy,16.169,16.169,17.433,1,no,yes,Three,How we perceive language?,,265901,original,Proh,Incong,,bucket,zupy
18/08/2019 13:33,18/08/2019 13:36,IP Address,47.135.107.67,100,208,TRUE,18/08/2019 13:36,R_123XDge7on7UtGh,,,,,35.75320435,-81.32640076,anonymous,EN,A1W26NCILZ0DN8,,,,,,,,,47.73,47.73,68.518,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.5,5.118,5.9,2,Touch,2.18,6.794,7.334,5,Bucket,6.825,10.375,10.781,2,Truck,2.131,12.753,15.369,3,Zupy,5.16,6.743,7.56,2,Daxy,14.553,17.251,17.92,2,,,,,,,,,,,,,,,,,,,,,Stay away,Sure,Three,Interesting,,512925,original,Proh,Incong,,truck,daxy
18/08/2019 13:30,18/08/2019 13:36,IP Address,69.113.96.126,100,394,TRUE,18/08/2019 13:36,R_262AcHnplnmZtqP,,,,,40.65640259,-73.67539978,anonymous,EN,AG4QIX4E1Q77B,,,,,,,,,2.047,70.29,73.357,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,3.417,5.181,8.644,2,Touch,5.118,9.021,14.132,2,Bucket,0.46,11.666,12.985,10,Truck,14.551,29.391,33.694,3,Zupy,5.179,8.746,10.829,10,Daxy,10.072,33.247,33.982,10,,,,,,,,,,,,,,,,,,,,,I think it means no,I think it means yes,Three,I think it's to interpret what the mom says to the kid,No improvements needed,383586,original,Proh,Incong,,truck,daxy
18/08/2019 13:32,18/08/2019 13:36,IP Address,71.69.15.1,100,228,TRUE,18/08/2019 13:36,R_2qrgqoQ0PWay2y8,,,,,37.08760071,-81.75900269,anonymous,EN,AI2MLC5IIW3RF,0,0,73.824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,7.22,7.22,8.514,1,Stay away,1.078,4.485,6.025,2,,,,,,,,,,,,,,,,,,,,,Bucket,7.624,7.624,9.546,1,Truck,21.469,22.015,22.883,2,Zupy,6.755,6.755,7.508,1,Daxy,20.305,20.305,21.817,1,yes,no,Three,it was fun and intersting.,,51767,original,Proh,Cong,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:36,IP Address,172.2.146.225,100,529,TRUE,18/08/2019 13:36,R_2OIpTEtCr6Vn2fs,,,,,37.2507019,-121.8359985,anonymous,EN,AJTLLYV8O5FQU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.546,99.198,100.284,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,20.279,40.881,42.378,3,Touch,4.433,35.507,36.434,4,,,,,,,,,,,,,,,,,,,,,Truck,8.435,44.923,46.757,5,Bucket,9.112,33.237,35.051,3,Daxy,35.807,37.494,39.623,2,Zupy,18.554,34.065,35.328,5,no,yes,Three,Not really sure.,none,657384,cb,Proh,Cong,,bucket,zupy
18/08/2019 13:30,18/08/2019 13:36,IP Address,65.4.148.4,100,356,TRUE,18/08/2019 13:36,R_ZmnfamQWyY2uNuF,,,,,25.76409912,-80.27020264,anonymous,EN,A21SF3IKIZB0VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,92.154,0,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,11.107,11.107,13.111,1,Touch,10.927,10.927,12.78,1,,,,,,,,,,,,,,,,,,,,,Truck,30.414,30.414,36.63,1,Bucket,30.986,30.986,33.233,1,Daxy,17.082,17.082,19.509,1,Zupy,19.453,19.453,25.371,1,no,yes,Three,recognizing commands,no,93925,cb,Proh,Incong,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:36,IP Address,50.83.19.200,100,551,TRUE,18/08/2019 13:36,R_3Ht1YNWkoSSQkTS,,,,,38.54620361,-92.15249634,anonymous,EN,ACOUEGRDJO7B6,,,,,0,0,64.998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,26.89,28.195,29.271,2,Stay away,11.095,12.935,14.589,2,Truck,12.394,16.762,18.928,2,Bucket,53.255,62.351,68.436,2,Daxy,117.082,180.498,189.622,3,Zupy,9.39,12.75,15.09,2,,,,,,,,,,,,,,,,,,,,,Go Ahead,Stay Away,Three,I believe it's conveying that even if we use different words we can get the meaning behind them,It gets a little confusing.,527104,original,Proh,Neutral,,truck,daxy
18/08/2019 13:31,18/08/2019 13:36,IP Address,24.209.234.11,100,321,TRUE,18/08/2019 13:36,R_3ezaqpP5sZVLATL,,,,,39.07350159,-84.36740112,anonymous,EN,A2K7AVZWEC9B14,,,,,0,0,77.945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,6.227,6.227,7.983,1,Stay away,10.947,10.947,13.069,1,Truck,11.659,11.659,14.486,1,Bucket,30.018,30.018,31.216,1,Daxy,21.965,21.965,24.297,1,Zupy,12.532,12.532,14.425,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,understanding meaning by tone of voice,no,286746,original,Proh,Neutral,,truck,daxy
18/08/2019 13:30,18/08/2019 13:37,IP Address,99.170.236.137,100,448,TRUE,18/08/2019 13:37,R_2Qhd6gWUDbynbU9,,,,,33.37080383,-84.81539917,anonymous,EN,A3IXE5PJZ5CO81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.716,97.752,99.073,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,14.683,17.545,18.892,2,Touch,23.38,39.715,41.188,3,Bucket,35.772,43.633,45.154,3,Truck,16.252,22.436,23.955,3,Zupy,18.574,25.022,26.434,3,Daxy,23.557,28.139,29.378,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,language comprehension,bei,67421,cb,Proh,Neutral,,truck,daxy
18/08/2019 13:33,18/08/2019 13:37,IP Address,73.177.126.243,100,249,TRUE,18/08/2019 13:37,R_3D6jkGzfuzwKnSe,,,,,32.46989441,-90.11019897,anonymous,EN,A1PAY3X73PQ16S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.787,67.922,68.825,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,3.955,6.874,7.815,2,Touch,7.159,9.271,10.187,2,,,,,,,,,,,,,,,,,,,,,Truck,21.715,21.715,22.569,1,Bucket,7.009,7.633,8.294,2,Daxy,14.645,26.501,28.138,2,Zupy,10.204,10.204,11.042,1,No,Yes,Three,Learning language,None,430041,cb,Proh,Cong,,bucket,zupy
18/08/2019 13:33,18/08/2019 13:37,IP Address,68.193.24.142,100,238,TRUE,18/08/2019 13:37,R_yW0mPU0gLgYAljj,,,,,40.67399597,-73.9701004,anonymous,EN,A58QOLDFC179Q,0,0,73.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,7.296,7.296,9.208,1,Stay away,5.345,5.345,6.854,1,,,,,,,,,,,,,,,,,,,,,Bucket,8.3,8.3,9.349,1,Bucket,8.032,8.032,13.506,1,Daxy,11.62,14.924,16.814,2,Daxy,11.339,11.339,16.485,1,okay,no,Three,not sure,n/a,824576,original,Proh,Cong,,bucket,zupy
18/08/2019 13:32,18/08/2019 13:37,IP Address,70.118.246.32,100,309,TRUE,18/08/2019 13:37,R_2TMD5HrMWhJAHVZ,,,,,39.03509521,-94.54669952,anonymous,EN,A2UF2FRGVW4T89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88.148,0,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,12.048,12.048,13.317,1,Touch,6.47,6.47,7.776,1,Bucket,13.027,13.027,17.722,1,Truck,7.825,7.825,9.935,1,Zupy,23.284,27.5,28.826,2,Daxy,6.089,7.657,8.41,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,I have no idea,no,600781,cb,Proh,Incong,,truck,daxy
18/08/2019 13:34,18/08/2019 13:38,IP Address,99.135.45.101,100,243,TRUE,18/08/2019 13:38,R_1CCtmEpxd4M8DTI,,,,,25.69580078,-80.36260223,anonymous,EN,A15XIKX3PI7SLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,73.892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.827,5.214,6.126,2,Touch,9.783,9.783,11.287,1,Bucket,9.927,10.814,13.063,3,Truck,16.962,16.962,19.546,1,Zupy,15.63,16.072,17.087,2,Daxy,15.123,15.123,16.591,1,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,I don't know.,No,591460,cb,Proh,Cong,,truck,daxy
18/08/2019 13:35,18/08/2019 13:38,IP Address,71.125.80.26,100,191,TRUE,18/08/2019 13:38,R_3nUWHMfGeFbmIxs,,,,,40.71800232,-74.07330322,anonymous,EN,A1D2ZSPIHOI23K,,,,,0,0,67.746,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,4.159,4.159,5.038,1,Stay away,5.733,5.733,6.816,1,,,,,,,,,,,,,,,,,,,,,Truck,4.695,4.695,7.52,1,Bucket,7.873,7.873,9.09,1,Daxy,3.685,3.685,4.78,1,Daxy,6.445,9.277,10.502,2,touch,stay away,Three,To see if you understand another language,,629659,original,Proh,Neutral,,bucket,zupy
18/08/2019 13:32,18/08/2019 13:38,IP Address,98.251.158.12,100,337,TRUE,18/08/2019 13:38,R_3xTehwJSyhTtiOl,,,,,32.44290161,-93.97299957,anonymous,EN,A3U0K4A3LQXQO4,2.835,86.609,87.825,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,2.694,14.806,16.331,4,Stay away,9.102,10.464,13.041,2,,,,,,,,,,,,,,,,,,,,,Bucket,25.772,31.026,32.446,3,Truck,13.019,17.406,19.137,3,Daxy,38.34,42.592,43.909,3,Zupy,2.876,14.973,16.336,3,yes,no,Three,Choosing the correct word in mothers language from english.,,402762,original,Proh,Cong,,bucket,zupy
18/08/2019 13:33,18/08/2019 13:38,IP Address,23.120.240.219,100,286,TRUE,18/08/2019 13:38,R_3LaSu1McrVk7CEO,,,,,28.58149719,-81.48500061,anonymous,EN,A119KQJD75AM78,,,,,,,,,0,0,75.116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,5.229,18.397,20.509,2,Touch,6.685,7.549,8.261,3,,,,,,,,,,,,,,,,,,,,,Bucket,4.023,9.008,11.615,3,Bucket,18.749,25.613,28.226,2,Zupy,11.427,12.459,13.379,2,Zupy,12.6,20.344,21.072,2,Don't Touch,To Touch,Three,The perceptual interpretation of emotions conveyed through language,,211707,original,Proh,Incong,,bucket,zupy
18/08/2019 13:35,18/08/2019 13:38,IP Address,98.153.62.171,100,222,TRUE,18/08/2019 13:38,R_2rAW0PaPlC4vFVu,,,,,37.75100708,-97.8219986,anonymous,EN,A2GA29WTMFW2W,,,,,8.299,8.299,60.844,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,5.742,5.742,6.636,1,Stay away,5.373,6.125,6.772,2,Bucket,4.14,4.14,4.745,1,Truck,22.168,33.976,34.735,2,Zupy,8.885,8.885,9.661,1,Daxy,6.784,6.784,7.91,1,,,,,,,,,,,,,,,,,,,,,stay away,put in,Three,To understand language,,621849,original,Proh,Neutral,,truck,daxy
18/08/2019 13:31,18/08/2019 13:39,IP Address,75.176.164.70,100,444,TRUE,18/08/2019 13:39,R_3iULfwWD6EQrIaX,,,,,34.14160156,-80.88860321,anonymous,EN,A1MV5SKU943AB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88.725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,14.65,14.65,16.084,1,Stay away,10.514,10.514,11.422,1,Bucket,20.708,20.708,22.71,1,Bucket,35.455,57.57,58.647,2,Zupy,18.324,18.324,20.421,1,Daxy,19.409,26.237,27.728,2,,,,,,,,,,,,,,,,,,,,, no stay away,Yes it's OK,Three,Understanding of foreign language response,I would say the survey is implemented well,754457,cb,Proh,Cong,,truck,daxy
18/08/2019 13:33,18/08/2019 13:39,IP Address,24.130.253.26,100,358,TRUE,18/08/2019 13:39,R_3FX7bWlTK2c8TIZ,,,,,37.78779602,-122.1884003,anonymous,EN,A14N5RGTG9D4LF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,49.749,87.685,3,,,,,,,,,,,,,,,,,,,,,,,,,Touch,24.931,24.931,27.426,1,Stay away,9.536,9.536,11.258,1,,,,,,,,,,,,,,,,,,,,,Bucket,14.937,14.937,18.109,1,Truck,38.419,47.877,49.592,2,Zupy,11.703,11.703,13.478,1,Daxy,25.696,25.696,27.262,1,Touch,Stay away,Three,Unknown,no,117100,cb,Proh,Incong,,bucket,zupy
