StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q158_First Click,Q158_Last Click,Q158_Page Submit,Q158_Click Count,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTrTruck,NonexiTrTruckTime_First Click,NonexiTrTruckTime_Last Click,NonexiTrTruckTime_Page Submit,NonexiTrTruckTime_Click Count,NonexiTrBucket,NonexiTrBucketTime_First Click,NonexiTrBucketTime_Last Click,NonexiTrBucketTime_Page Submit,NonexiTrBucketTime_Click Count,DenialDaDaxy,DenialDaDaxyTime_First Click,DenialDaDaxyTime_Last Click,DenialDaDaxyTime_Page Submit,DenialDaDaxyTime_Click Count,DenialDaZupy,DenialDaZupyTime_First Click,DenialDaZupyTime_Last Click,DenialDaZupyTime_Page Submit,DenialDaZupyTime_Click Count,NonexiBuBucket,NonexiBuBucketTime_First Click,NonexiBuBucketTime_Last Click,NonexiBuBucketTime_Page Submit,NonexiBuBucketTime_Click Count,NonexiBuTruck,NonexiBuTruckTime_First Click,NonexiBuTruckTime_Last Click,NonexiBuTruckTime_Page Submit,NonexiBuTruckTime_Click Count,DenialZuZupy,DenialZuZupyTime_First Click,DenialZuZupyTime_Last Click,DenialZuZupyTime_Page Submit,DenialZuZupyTime_Click Count,DenialZuDaxy,DenialZuDaxyTime_First Click,DenialZuDaxyTime_Last Click,DenialZuDaxyTime_Page Submit,DenialZuDaxyTime_Click Count,Bei_meaning,Sha_meaning,catch,what about,improving,mTurkCode,Word,TrainingType,Emotions,Create New Field or Choose From Dropdown...,NEcounterbalance,DNcounterbalance
11/7/19 18:55,11/7/19 19:08,IP Address,100,802,TRUE,11/7/19 19:08,R_sLFU3Lbv4Z3HZMl,,,,,anonymous,EN,,,,,,,,,,,,,,,,,71.932,71.932,89.447,1,,,,,Stay away,11.377,12.601,13.901,2,Touch,14.715,17.564,19.205,2,Bucket,20.086,25.646,26.997,3,Truck,61.422,82.956,85.702,3,Daxy,13.168,14.01,16.829,2,Daxy,12.652,17.636,19.044,3,,,,,,,,,,,,,,,,,,,,,don't touch,yes,Three,About two characters,No,202711,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:04,11/7/19 19:09,IP Address,100,287,TRUE,11/7/19 19:09,R_2tD53pZGB2HOh0x,,,,,anonymous,EN,,,,,1.986,1.986,93.506,1,,,,,,,,,,,,,,,,,Touch,3.519,5.263,8.654,2,Stay away,13.16,16.48,18.311,2,,,,,,,,,,,,,,,,,,,,,Bucket,10.464,11.776,13.015,2,Truck,16.86,30.604,32.77,2,Zupy,4.008,6.896,7.943,2,Daxy,23.736,27.432,28.544,2,yes,no,Three,language,no,623998,original,Proh,Incong_Neg_Aff,,bucket,zupy
11/7/19 19:03,11/7/19 19:09,IP Address,100,384,TRUE,11/7/19 19:09,R_2fAHZmREYyifxt7,,,,,anonymous,EN,,,,,,,,,74.904,74.904,76.491,1,,,,,,,,,,,,,Touch,8.701,8.701,10.995,1,Stay away,9.028,9.028,11.209,1,,,,,,,,,,,,,,,,,,,,,Bucket,7.41,9.99,12.278,2,Truck,21.444,37.335,40.642,2,Zupy,5.541,8.515,10.271,2,Daxy,17.515,21.082,25.016,2,Yes,No,Three,Determining how people can find out the meaning of a word in another language based on the context it's used ,,333666,original,Proh,Neutral,,bucket,zupy
11/7/19 19:04,11/7/19 19:09,IP Address,100,310,TRUE,11/7/19 19:09,R_1KseQuxiKssHFuc,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,43.085,43.085,74.56,1,Stay away,3.949,5.068,6.249,2,Touch,7.668,7.668,9.081,1,Bucket,3.938,15.201,22.308,3,Truck,7.224,27.212,28.065,3,Zupy,31.773,48.896,50.269,3,Daxy,4.109,6.139,14.696,2,,,,,,,,,,,,,,,,,,,,,stay away,touch,Three,translation,,481882,cb,Proh,Neutral,,truck,daxy
11/7/19 18:52,11/7/19 19:10,IP Address,100,1062,TRUE,11/7/19 19:10,R_1P1QwxDJRzEzwmY,,,,,anonymous,EN,,,,,,,,,,,,,,,,,46.734,644.037,645.285,6,,,,,Stay away,6.276,6.276,8.931,1,Stay away,5.446,6.683,7.112,3,Bucket,4.837,6.708,7.309,2,Bucket,16.46,23.97,28.434,2,Zupy,3.39,5.838,6.968,2,Daxy,7.618,10.021,10.91,2,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,Context and language,No,32338,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:04,11/7/19 19:10,IP Address,100,375,TRUE,11/7/19 19:10,R_21vqzpbAvLG7tG0,,,,,anonymous,EN,,,,,,,,,,,,,0,0,73.751,0,,,,,,,,,Stay away,5.226,5.226,6.66,1,Touch,30.11,30.11,33.313,1,Bucket,20.763,20.763,22.165,1,Truck,35.656,35.656,38.139,1,Zupy,4.008,4.008,5.561,1,Daxy,17.164,17.164,23.135,1,,,,,,,,,,,,,,,,,,,,,no,yes,Three,How easily people learn a new language,No,707361,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:08,11/7/19 19:11,IP Address,100,144,TRUE,11/7/19 19:11,R_3O1hKRlBarmeQ0S,,,,,anonymous,EN,,,,,,,,,11.577,29.744,64.668,2,,,,,,,,,,,,,Touch,2.541,3.593,4.122,3,Stay away,3.186,3.186,3.73,1,Truck,4.118,4.748,5.033,2,Bucket,0.982,8.006,9.202,3,Daxy,3.966,5.14,5.828,2,Daxy,2.17,2.17,3.195,1,,,,,,,,,,,,,,,,,,,,,touch,dont touch,Three,perception of language,no,2747,original,Proh,Neutral,,truck,daxy
11/7/19 19:01,11/7/19 19:11,IP Address,100,556,TRUE,11/7/19 19:11,R_73zrNEHt3s7Oan7,,,,,anonymous,EN,0,0,82.272,0,,,,,,,,,,,,,,,,,,,,,Stay away,8.725,14.588,15.356,2,Touch,2.494,3.983,4.983,2,,,,,,,,,,,,,,,,,,,,,Bucket,2.988,17.068,21.992,2,Truck,4.379,18.71,19.9,2,Daxy,5.714,19.582,20.343,3,Zupy,2.928,6.327,7.394,4,no,yes,Three,Trying to see how people understand language ,Everything worked well. Thanks!,523228,original,Proh,Incong_Pos_Neg,,bucket,zupy
11/7/19 19:07,11/7/19 19:11,IP Address,100,229,TRUE,11/7/19 19:11,R_3JlrLuwpe0ursKz,,,,,anonymous,EN,,,,,,,,,,,,,0,0,63.586,0,,,,,,,,,Stay away,7.126,7.126,7.892,1,Touch,3.823,3.823,4.599,1,Bucket,18.648,21.648,22.465,3,Truck,3.913,8.625,9.851,2,Zupy,5.654,29.142,29.901,4,Daxy,4.461,5.101,5.708,2,,,,,,,,,,,,,,,,,,,,,"stay away, no","touch, yes",Three,How people have different forms of communication,No.,760549,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:07,11/7/19 19:11,IP Address,100,276,TRUE,11/7/19 19:11,R_3JrBCwMHw4Z2BQK,,,,,anonymous,EN,,,,,3.248,71.164,72.524,5,,,,,,,,,,,,,,,,,Touch,1.902,15.255,16.358,4,Stay away,5.552,8.933,9.946,3,Truck,4.697,10.819,11.942,4,Truck,2.829,21.801,23.003,4,Daxy,2.561,19.225,20.435,5,Zupy,6.122,21.302,22.736,4,,,,,,,,,,,,,,,,,,,,,yes,no,Three,Seeing language comprehension.,No,936154,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 18:54,11/7/19 19:12,IP Address,100,1055,TRUE,11/7/19 19:12,R_1IKj8O5IAOC67f0,,,,,anonymous,EN,,,,,,,,,0,0,97.888,0,,,,,,,,,,,,,Stay away,18.591,38.368,39.34,3,Touch,42.478,128.615,130.692,2,,,,,,,,,,,,,,,,,,,,,Bucket,24.252,164.382,166.552,5,Bucket,19.512,19.512,20.332,1,Daxy,27.789,137.723,138.624,3,Zupy,21.657,21.657,22.544,1,no,sweet,Three,ability to recognize and learn a second language,"The survey was brief, challenging, and enjoyable. Thank you.",603903,original,Proh,Neutral,,bucket,zupy
11/7/19 19:06,11/7/19 19:12,IP Address,100,321,TRUE,11/7/19 19:12,R_3ktRhF9aHNzZ6Q6,,,,,anonymous,EN,0,0,71.636,0,,,,,,,,,,,,,,,,,,,,,Touch,7.098,13.167,21.721,2,Stay away,4.543,4.543,9.593,1,Bucket,46.67,46.67,48.076,1,Truck,5.536,7.763,11.97,2,Daxy,6,8.898,9.818,2,Daxy,11.241,14.508,17.673,2,,,,,,,,,,,,,,,,,,,,,go to it,stay away,Three,How we interpret unknown words and their meanings.,No.,487110,original,Proh,Incong_Pos_Neg,,truck,daxy
11/7/19 19:06,11/7/19 19:12,IP Address,100,345,TRUE,11/7/19 19:12,R_vI7Sbm5yP6HfmjT,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,102.853,0,Stay away,21.445,40.261,41.462,2,Stay away,3.323,3.323,6.65,1,,,,,,,,,,,,,,,,,,,,,Bucket,2.913,2.913,4.03,1,Truck,1.741,1.741,2.541,1,Daxy,1.4,1.4,2.546,1,Zupy,3.905,12.089,13.269,4,buay,shuy,Three,some knowledge and attitude,none,994254,cb,Proh,Neutral,,bucket,zupy
11/7/19 19:10,11/7/19 19:12,IP Address,100,163,TRUE,11/7/19 19:12,R_1Lvc1fb70rNaWwu,,,,,anonymous,EN,,,,,,,,,,,,,6.181,42.718,61.303,2,,,,,,,,,Touch,1.524,3.19,3.73,3,Touch,1.803,1.803,4.072,1,,,,,,,,,,,,,,,,,,,,,Bucket,1.168,9.888,11.044,3,Bucket,0.272,5.441,7.841,2,Zupy,1.828,2.692,5.869,2,Zupy,3.628,10.404,14.725,3,no,yes,Three,no idea,no,922316,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 18:56,11/7/19 19:13,IP Address,100,999,TRUE,11/7/19 19:13,R_OQkkCpMGXIpeXJL,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,205.466,0,Stay away,10.439,25.517,26.662,4,Touch,14.451,14.451,15.867,1,,,,,,,,,,,,,,,,,,,,,Bucket,13.151,24.987,25.74,5,Truck,9.117,12.548,13.745,4,Daxy,13.226,15.3,16.194,3,Zupy,9.186,15.88,16.763,5,no,yes,Three,understanding different languages through tones.,no,650126,cb,Proh,Neutral,,bucket,zupy
11/7/19 19:05,11/7/19 19:13,IP Address,100,449,TRUE,11/7/19 19:13,R_1Qac7AdNG0IloLv,,,,,anonymous,EN,,,,,0,0,81.272,0,,,,,,,,,,,,,,,,,Stay away,5.122,5.122,6.117,1,Touch,15.349,15.349,16.332,1,,,,,,,,,,,,,,,,,,,,,Truck,15.112,15.962,16.889,2,Truck,48.476,48.476,50.82,1,Daxy,6.238,6.238,7.4,1,Zupy,73.86,73.86,76,1,no,yes,Three,Understand the meaning of the words,,152433,original,Proh,Incong_Neg_Aff,,bucket,zupy
11/7/19 19:06,11/7/19 19:14,IP Address,100,444,TRUE,11/7/19 19:14,R_2dFLLgJvvGocIlI,,,,,anonymous,EN,,,,,,,,,7.068,113.357,119.144,23,,,,,,,,,,,,,Touch,6.535,32.324,33.183,12,Stay away,5.456,7.52,8.253,3,,,,,,,,,,,,,,,,,,,,,Bucket,3.781,39.671,40.459,11,Truck,6.725,38.043,38.866,7,Zupy,8.838,16.95,17.701,8,Daxy,6.532,16.757,17.361,4,yes,stay away,Three,How people use deductions to learn a new language.,,63930,original,Proh,Neutral,,bucket,zupy
11/7/19 19:10,11/7/19 19:15,IP Address,100,296,TRUE,11/7/19 19:15,R_UJttEqOsFGaz2bD,,,,,anonymous,EN,,,,,0,0,99.215,0,,,,,,,,,,,,,,,,,Touch,3.354,3.354,4.603,1,Stay away,2.653,2.653,3.552,1,Bucket,7.15,7.15,7.879,1,Truck,35.971,35.971,36.934,1,Zupy,5.453,5.453,6.532,1,Daxy,4.958,4.958,6.166,1,,,,,,,,,,,,,,,,,,,,,very nice,seeing,Three,This is study very nice and very interst.,Nothing,616310,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 19:09,11/7/19 19:15,IP Address,100,334,TRUE,11/7/19 19:15,R_3FXnDMoMMujpwzt,,,,,anonymous,EN,0,0,75.497,0,,,,,,,,,,,,,,,,,,,,,Stay away,5.08,12.589,13.492,2,Touch,9.953,13.141,14.27,2,Bucket,16.352,31.071,35.131,2,Truck,9.068,15.923,18.147,2,Zupy,19.2,19.2,21.18,1,Daxy,24.958,38.005,49.156,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,If people can understand tones of voice.,,621611,original,Proh,Incong_Pos_Neg,,truck,daxy
11/7/19 19:11,11/7/19 19:17,IP Address,100,341,TRUE,11/7/19 19:17,R_ZxBBRaSGb9Af3gd,,,,,anonymous,EN,0,0,80.815,0,,,,,,,,,,,,,,,,,,,,,Touch,13.789,13.789,15.042,1,Stay away,14.666,14.666,16.054,1,,,,,,,,,,,,,,,,,,,,,Bucket,45.456,48.568,49.834,2,Bucket,17.222,17.222,19.799,1,Daxy,18.662,18.662,19.941,1,Daxy,13.977,13.977,16.539,1,no,yes,Three,not sure,none,905004,original,Proh,Incong_Pos_Neg,,bucket,zupy
11/7/19 19:10,11/7/19 19:18,IP Address,100,506,TRUE,11/7/19 19:18,R_12gWIqwcNbLQeZC,,,,,anonymous,EN,,,,,,,,,,,,,,,,,61.717,117.894,119.109,3,,,,,Touch,1.235,1.235,2.367,1,Stay away,1.595,1.595,2.842,1,,,,,,,,,,,,,,,,,,,,,Truck,2.713,2.713,4.378,1,Bucket,1.56,5.462,6.684,2,Daxy,2.299,2.299,3.045,1,Zupy,1.076,3.422,6.17,2,bei,sha,Three,good,good,548009,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 19:14,11/7/19 19:19,IP Address,100,273,TRUE,11/7/19 19:19,R_zT54iEzYwPD431D,,,,,anonymous,EN,,,,,,,,,,,,,0,0,75.376,0,,,,,,,,,Stay away,18.644,21.152,25.269,2,Touch,8.597,8.597,10.384,1,Truck,14.666,14.666,25,1,Truck,6.413,8.353,9.505,3,Daxy,28.102,28.102,29.296,1,Zupy,7.132,7.132,8.604,1,,,,,,,,,,,,,,,,,,,,,no,yes,Three,im not sure,none,79282,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:17,11/7/19 19:20,IP Address,100,191,TRUE,11/7/19 19:20,R_2E50wIYSFBo7feu,,,,,anonymous,EN,,,,,,,,,0,0,62.152,0,,,,,,,,,,,,,Touch,3.471,4.519,5.092,2,Stay away,3.447,5.615,6.277,3,,,,,,,,,,,,,,,,,,,,,Bucket,3.935,7.832,9.549,3,Truck,11.651,22.427,23.268,2,Daxy,3.093,9.631,10.333,2,Zupy,0.729,7.119,7.906,4,Yes,No,Three,Understanding unknown words in context.,No,98970,original,Proh,Neutral,,bucket,zupy
11/7/19 19:19,11/7/19 19:21,IP Address,100,138,TRUE,11/7/19 19:21,R_3dQB1yLjU7UxpOv,,,,,anonymous,EN,,,,,,,,,46.971,61.437,62.1,3,,,,,,,,,,,,,Touch,0.892,3.837,4.724,2,Stay away,0.859,3.039,3.67,2,,,,,,,,,,,,,,,,,,,,,Truck,0.372,1.569,2.35,2,Truck,0.6,3.02,3.867,2,Zupy,6.804,8.875,9.518,2,Daxy,0.647,1.771,2.438,2,Duppy,Zax,Three,Not sure,N/A,175857,original,Proh,Neutral,,bucket,zupy
11/7/19 19:16,11/7/19 19:21,IP Address,100,309,TRUE,11/7/19 19:21,R_1HdZOrBsb8s7yqe,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,80.107,0,Stay away,5.496,5.496,7.64,1,Touch,20.648,20.648,22.532,1,Bucket,9.918,11.722,12.193,2,Truck,18.899,19.455,21.215,2,Zupy,10.468,10.468,12.45,1,Daxy,6.334,6.334,8.155,1,,,,,,,,,,,,,,,,,,,,,no,yes,Three,I honestly couldn't say.,no,17978,cb,Proh,Neutral,,truck,daxy
11/7/19 19:18,11/7/19 19:22,IP Address,100,226,TRUE,11/7/19 19:22,R_3sjfgZhRQHXwOod,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,97.886,0,Touch,1.497,1.497,2.975,1,Touch,1.234,1.234,2.152,1,Bucket,1.88,1.88,2.567,1,Truck,3.419,3.419,6.997,1,Daxy,2.134,2.134,2.971,1,Daxy,1.448,1.448,2.31,1,,,,,,,,,,,,,,,,,,,,,mom,son,Three,good,cool,940885,cb,Proh,Neutral,,truck,daxy
11/7/19 19:19,11/7/19 19:22,IP Address,100,172,TRUE,11/7/19 19:22,R_30dV28UIb8XHqXe,,,,,anonymous,EN,,,,,,,,,,,,,0,0,67.354,0,,,,,,,,,Stay away,3.305,3.305,4.113,1,Touch,7.485,8.628,9.576,3,,,,,,,,,,,,,,,,,,,,,Truck,0.876,4.943,5.766,3,Bucket,6.411,6.411,7.141,1,Zupy,10.774,10.774,14.285,1,Zupy,3.142,3.142,3.91,1,stay away,go ahead ,Three,Evaluating speech,no comments,392515,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 19:02,11/7/19 19:24,IP Address,100,1355,TRUE,11/7/19 19:24,R_21ECcrHLjApaP6s,,,,,anonymous,EN,,,,,,,,,0,0,133.41,0,,,,,,,,,,,,,Stay away,1.667,3.027,4.663,2,Stay away,51.629,54.954,56.015,2,Truck,8.355,9.283,29.042,2,Truck,148.843,148.843,150.278,1,Daxy,149.997,151.692,153.294,2,Daxy,17.072,18.944,20.293,2,,,,,,,,,,,,,,,,,,,,,at,Secure Hash Algorithm,Three, videos and answer questions,none,98860,original,Proh,Neutral,,truck,daxy
11/7/19 19:24,11/7/19 19:27,IP Address,100,200,TRUE,11/7/19 19:27,R_2uHXCgavMNg4iYq,,,,,anonymous,EN,0,0,64.372,0,,,,,,,,,,,,,,,,,,,,,Touch,4.412,5.261,6.123,2,Stay away,3.318,6.185,6.491,5,,,,,,,,,,,,,,,,,,,,,Bucket,6.85,10.238,11.136,3,Truck,7.099,9.84,14.359,3,Zupy,16.569,16.569,25.034,1,Daxy,4.551,6.337,6.737,4,yes,no,Three,Not sure.,,99500,original,Proh,Incong_Pos_Neg,,bucket,zupy
11/7/19 19:24,11/7/19 19:27,IP Address,100,177,TRUE,11/7/19 19:27,R_1GVtJsacxnIg9EG,,,,,anonymous,EN,,,,,,,,,,,,,0,0,65.922,0,,,,,,,,,Stay away,10.489,10.489,11.491,1,Touch,3.115,3.115,3.802,1,,,,,,,,,,,,,,,,,,,,,Truck,5.342,26.469,27.799,2,Truck,3.208,3.208,5.172,1,Daxy,2.691,2.691,3.796,1,Zupy,4.829,7.904,8.854,2,stay away,touch,Three,I don't know.,,628056,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 19:24,11/7/19 19:28,IP Address,100,211,TRUE,11/7/19 19:28,R_ym7uAGSrsoxcrbr,,,,,anonymous,EN,,,,,,,,,,,,,16.755,16.755,71.247,1,,,,,,,,,Stay away,5.982,5.982,7.016,1,Touch,4.377,4.377,5.343,1,Bucket,6.134,6.134,8.987,1,Truck,20.084,26.26,27.39,2,Zupy,5.16,5.16,6.82,1,Daxy,6.396,6.396,7.602,1,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,Learning a new language.,No,227387,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:07,11/7/19 19:28,IP Address,100,1286,TRUE,11/7/19 19:28,R_2vZi5dNVesAWYvz,,,,,anonymous,EN,,,,,,,,,,,,,,,,,38.354,75.153,76.119,2,,,,,Stay away,3.447,13.343,14.42,3,Touch,4.408,9.936,10.885,2,,,,,,,,,,,,,,,,,,,,,Bucket,14,26.559,27.462,3,Truck,3.53,989.697,990.992,4,Zupy,4.161,13.505,14.856,3,Zupy,6.066,32.33,33.991,3,no,yes,Three,no idea,no,940787,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 19:22,11/7/19 19:30,IP Address,100,438,TRUE,11/7/19 19:30,R_3PcdxHeXlpSRlZ3,,,,,anonymous,EN,,,,,0,0,76.819,0,,,,,,,,,,,,,,,,,Touch,4.713,4.713,5.5,1,Stay away,4.271,11.408,12.779,6,Bucket,43.28,43.28,44.159,1,Bucket,3.39,5.588,6.718,3,Daxy,4.857,6.029,7.151,2,Zupy,7.299,7.299,10.278,1,,,,,,,,,,,,,,,,,,,,,she is workindg,his  working,Three,very interesting this survey,very improvement this study,488167,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 19:27,11/7/19 19:31,IP Address,100,221,TRUE,11/7/19 19:31,R_24hLLy8YdORTaJ8,,,,,anonymous,EN,,,,,,,,,0,0,71.029,0,,,,,,,,,,,,,Touch,4.237,4.237,5.988,1,Stay away,5.265,5.265,6.725,1,,,,,,,,,,,,,,,,,,,,,Bucket,7.412,8.546,9.819,2,Truck,30.584,30.584,32.825,1,Zupy,4.558,4.558,5.886,1,Daxy,11.28,11.28,15.324,1,yes,no,Three,ease of learning a language,no,133765,original,Proh,Neutral,,bucket,zupy
11/7/19 19:25,11/7/19 19:33,IP Address,100,468,TRUE,11/7/19 19:33,R_8qvIztWu0kXX5VD,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,126.642,126.642,127.125,1,Stay away,11.321,11.321,13.793,1,Touch,17.083,20.583,23.054,2,,,,,,,,,,,,,,,,,,,,,Truck,14.458,16.811,22.137,2,Bucket,65.6,100.177,106.118,3,Daxy,15.24,18.685,21.362,2,Zupy,13.36,13.36,19.519,1,no,yes,Three,understanding a foreign words,no,945830,cb,Proh,Neutral,,bucket,zupy
11/7/19 19:30,11/7/19 19:33,IP Address,100,187,TRUE,11/7/19 19:33,R_3OQRHmP3QTIyvDz,,,,,anonymous,EN,,,,,,,,,,,,,0,0,61.404,0,,,,,,,,,Stay away,4.721,4.721,5.538,1,Touch,17.771,18.244,19.138,2,Truck,9.237,9.237,11.966,1,Bucket,4.812,12.356,13.351,3,Daxy,6.191,6.191,12.179,1,Daxy,5.656,5.656,6.651,1,,,,,,,,,,,,,,,,,,,,,don't touch,touch,Three,I'm not sure., No,881483,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:29,11/7/19 19:35,IP Address,100,398,TRUE,11/7/19 19:35,R_3COagae0FTRhFiI,,,,,anonymous,EN,43.835,82.546,89.261,3,,,,,,,,,,,,,,,,,,,,,Touch,24.207,24.207,32.23,1,Stay away,6.382,6.382,7.518,1,Truck,10.621,14.013,15.315,2,Bucket,10.879,10.879,17.044,1,Daxy,7.048,7.048,8.514,1,Zupy,10.349,15.508,19.758,2,,,,,,,,,,,,,,,,,,,,,yes,no,Three,"if one can understand another's language just by listening and paying attention? I'm not real sure. It seemed like bei was yes, but the tones were opposite, to me anyways. ",I think the survey is fine the way it is. It is easy to understand and straight to the point. Thank you and good luck on your finidngs.,435064,original,Proh,Incong_Pos_Neg,,truck,daxy
11/7/19 19:30,11/7/19 19:36,IP Address,100,362,TRUE,11/7/19 19:36,R_3oEBBU17fVfg2Jo,,,,,anonymous,EN,,,,,4.373,109.86,110.702,10,,,,,,,,,,,,,,,,,Touch,12.852,14.508,17.106,2,Stay away,5.02,5.02,6.467,1,Truck,10.016,29.448,30.44,4,Bucket,10.254,17.326,18.028,3,Daxy,5.331,8.043,8.826,3,Zupy,11.509,16.557,17.48,3,,,,,,,,,,,,,,,,,,,,,Yes,No,Three,I think that this survey is trying to understand how participants process words spoken in a language that they don't understand.,I think that the survey worked quite well.   The instructions are clear and easy to follow.,890251,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 19:28,11/7/19 19:37,IP Address,100,522,TRUE,11/7/19 19:37,R_5oNmwMwVPdSz8yt,,,,,anonymous,EN,,,,,,,,,,,,,5.838,5.838,121.469,1,,,,,,,,,Stay away,7.079,7.079,8.064,1,Touch,7.844,7.844,9.096,1,,,,,,,,,,,,,,,,,,,,,Bucket,15.575,15.575,16.745,1,Truck,5.555,5.555,6.319,1,Daxy,4.474,69.027,70.116,4,Daxy,7.501,7.501,8.334,1,Stay away.,You can touch.,Three,Studying how people use clues.,Thought it was great.,154650,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 19:38,11/7/19 19:42,IP Address,100,207,TRUE,11/7/19 19:42,R_26bYN0ASAakTkAs,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,6.447,55.935,72.651,2,Stay away,2.652,5.696,6.845,2,Touch,5.467,5.467,7.335,1,Bucket,2.454,9.675,11.411,2,Truck,12.705,24.189,25.701,3,Zupy,3.311,8.268,10.421,3,Daxy,3.829,5.879,7.133,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,learning a language,no,713278,cb,Proh,Neutral,,truck,daxy
11/7/19 19:37,11/7/19 19:42,IP Address,100,295,TRUE,11/7/19 19:42,R_AdhVGFU30rhFVrb,,,,,anonymous,EN,,,,,,,,,0,0,67.894,0,,,,,,,,,,,,,Touch,6.172,6.172,7.403,1,Touch,8.602,8.602,10.009,1,,,,,,,,,,,,,,,,,,,,,Truck,11.254,11.687,12.939,2,Bucket,3.779,3.779,12.528,1,Zupy,61.056,67.283,68.619,2,Daxy,8.468,8.468,10.494,1,no,good job,Three,language,no,378238,original,Proh,Neutral,,bucket,zupy
11/7/19 19:52,11/7/19 19:54,IP Address,100,147,TRUE,11/7/19 19:54,R_2y8H3eHuFChMkRl,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,82.628,82.628,82.918,1,Stay away,0.833,0.833,1.565,1,Stay away,1.645,3.839,4.521,5,Bucket,0.824,0.824,1.757,1,Bucket,0.495,0.979,1.414,2,Daxy,0.601,0.86,1.576,2,Zupy,0.645,0.983,1.597,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,idk,idk,874374,cb,Proh,Neutral,,truck,daxy
11/7/19 19:25,11/7/19 19:55,IP Address,100,1765,TRUE,11/7/19 19:55,R_UPJb01jbAI56l7X,,,,,anonymous,EN,,,,,,,,,0,0,597.955,0,,,,,,,,,,,,,Touch,5.184,8.981,9.879,2,Stay away,6.322,6.322,7.094,1,Truck,5.624,11.148,11.997,3,Bucket,5.411,12.166,12.519,3,Daxy,20.136,23.413,23.851,3,Zupy,7.009,7.009,8.118,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,How people of different demographics evaluate languages. ,I have no suggestions for improving the study. ,392564,original,Proh,Neutral,,truck,daxy
11/7/19 19:52,11/7/19 19:55,IP Address,100,182,TRUE,11/7/19 19:55,R_3EyhMfXWk2hysDt,,,,,anonymous,EN,,,,,,,,,,,,,,,,,0,0,77.797,0,,,,,Touch,2.001,2.001,2.851,1,Stay away,1.671,1.671,2.694,1,,,,,,,,,,,,,,,,,,,,,Truck,1.714,1.714,5.448,1,Truck,2.261,2.261,3.451,1,Daxy,1.951,1.951,3.017,1,Daxy,6.468,10.358,11.533,3,no,yes,Three,See how people relate to what people of foreign language says,none,474832,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
